X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
Pablo Nascimento Castro,78,CB,Non-Rare,1.2K,2,2,M \ M,52,52,53,62,79,79,"188cm | 6'2""
                                                                              High & Average  (89kg)",39,377,1814
Ciprian Tătărușanu,78,GK,Non-Rare,0,1,3,M \ M,79,76,75,80,45,77,"198cm | 6'6""
                                                                              High & Average+  (90kg)",17,432,901
Remo Freuler,78,CM,Non-Rare,600,4,3,M \ M,67,69,75,76,72,68,"180cm | 5'11""
                                                                              Average  (80kg)",21,427,2040
Diego Demme,78,CDM,Non-Rare,1.7K,3,4,M \ H,57,39,74,75,74,77,"172cm | 5'8""
                                                                              Average  (71kg)",29,396,1966
Danny da Costa,78,RWB,Non-Rare,2.2K,3,3,H \ H,75,56,69,72,75,82,"187cm | 6'2""
                                                                              High & Average  (85kg)",36,429,2011
Emiliano Martínez,78,GK,Non-Rare,0,1,3,M \ M,78,80,78,77,58,77,"195cm | 6'5""
                                                                              High & Stocky  (90kg)",43,448,1064
Leonardo Spinazzola,78,LM,Rare,1K,3,4,M \ M,78,64,74,78,75,72,"186cm | 6'1""
                                                                              High & Average+  (75kg)",52,441,2068
Loris Karius,78,GK,Non-Rare,8.9K,1,3,M \ M,82,72,78,81,55,76,"189cm | 6'2""
                                                                              High & Average  (87kg)",69,444,934
Christoph Kramer,78,CDM,Non-Rare,700,3,3,H \ H,50,49,69,72,77,76,"191cm | 6'3""
                                                                              High & Average+  (76kg)",28,393,1885
M'Baye Niang,78,ST,Rare,1.7K,3,4,H \ L,81,79,68,79,31,72,"188cm | 6'2""
                                                                              High & Average  (83kg)",31,410,1921
Jan Bořil,78,LB,Rare,1K,3,4,H \ H,78,57,70,73,75,82,"175cm | 5'9""
                                                                              Stocky  (75kg)",29,435,2057
Roque Mesa Quevedo,78,CM,Non-Rare,5.5K,3,3,M \ H,67,65,75,78,72,76,"171cm | 5'7""
                                                                              Stocky  (74kg)",2,433,2026
Michy Batshuayi,78,ST,Rare,0,4,5,M \ L,75,79,58,78,33,72,"185cm | 6'1""
                                                                              High & Average  (91kg)",29,395,1881
John Egan,78,CB,Non-Rare,700,2,3,L \ M,64,46,54,62,79,77,"188cm | 6'2""
                                                                              High & Average  (75kg)",20,382,1778
Takashi Inui,78,LM,Rare,1K,4,4,M \ M,80,71,75,83,46,53,"169cm | 5'7""
                                                                              Short & Lean  (69kg)",35,408,1968
Denis Suárez Fernández,78,LW,Non-Rare,650,3,3,M \ M,75,72,78,81,61,56,"176cm | 5'9""
                                                                              Lean  (69kg)",11,423,2037
Filip Novák,78,LB,Non-Rare,700,3,3,H \ M,78,66,70,74,75,75,"184cm | 6'0""
                                                                              Average  (78kg)",31,438,2064
Bernard Anício Caldeira Duarte,78,LM,Rare,1K,4,4,H \ M,84,68,73,84,39,44,"164cm | 5'5""
                                                                              Short & Lean  (60kg)",198,392,1913
Téji Savanier,78,CM,Non-Rare,700,4,4,H \ M,68,70,81,79,67,69,"172cm | 5'8""
                                                                              Average  (69kg)",21,434,2102
Zouhair Feddal,78,CB,Non-Rare,800,2,2,M \ M,56,50,64,60,79,76,"192cm | 6'4""
                                                                              High & Average+  (83kg)",26,385,1795
Leonardo Carrilho Baptistão,78,ST,Non-Rare,1K,4,2,M \ M,78,75,72,79,33,69,"181cm | 5'11""
                                                                              Lean  (71kg)",16,406,1952
Mattia De Sciglio,78,RB,Non-Rare,5.4K,3,4,M \ M,74,46,69,75,77,70,"182cm | 6'0""
                                                                              Lean  (78kg)",28,411,1966
Manuel Trigueros Muñoz,78,CM,Non-Rare,900,4,4,M \ M,59,72,77,76,70,66,"178cm | 5'10""
                                                                              Average  (75kg)",-10,420,2069
Leandro Trossard,78,LM,Non-Rare,650,4,4,H \ M,82,77,76,81,30,62,"172cm | 5'8""
                                                                              Lean  (67kg)",111,408,1981
Luciano Vietto,78,LW,Non-Rare,3.8K,3,4,M \ M,77,75,75,82,45,63,"173cm | 5'8""
                                                                              Lean  (65kg)",62,417,2029
Robin Olsen,78,GK,Non-Rare,4.2K,1,2,M \ M,78,77,76,78,35,78,"196cm | 6'5""
                                                                              High & Average  (86kg)",5,422,863
Michael Keane,78,CB,Non-Rare,700,2,2,M \ H,58,49,62,65,79,79,"191cm | 6'3""
                                                                              High & Average  (82kg)",11,392,1821
Yussuf Poulsen,78,ST,Rare,1K,3,3,M \ H,81,71,67,74,56,81,"192cm | 6'4""
                                                                              High & Average+  (84kg)",42,430,1998
Sead Kolašinac,78,LB,Rare,1.8K,3,2,H \ M,73,63,71,73,74,87,"183cm | 6'0""
                                                                              Stocky  (86kg)",102,441,2037
Abdoulaye Doucouré,78,CDM,Rare,1.1K,3,3,H \ M,68,74,71,74,76,82,"184cm | 6'0""
                                                                              Unique  (76kg)",101,445,2064
Bryan Cristante,78,CDM,Rare,1K,3,3,M \ M,55,72,75,75,75,75,"186cm | 6'1""
                                                                              High & Average+  (80kg)",42,427,2054
Romain Saïss,78,CB,Non-Rare,700,3,3,M \ H,62,56,70,70,78,76,"188cm | 6'2""
                                                                              High & Average+  (84kg)",44,412,1962
Hiroki Sakai,78,RB,Non-Rare,700,2,3,H \ H,76,54,68,67,76,79,"183cm | 6'0""
                                                                              Average  (70kg)",47,420,1989
Florent Mollet,78,CAM,Rare,1K,4,4,H \ M,74,75,79,80,50,60,"170cm | 5'7""
                                                                              Short & Lean-  (67kg)",41,418,2034
Christian Günter,78,LB,Rare,1.1K,3,2,H \ M,84,54,69,70,73,82,"185cm | 6'1""
                                                                              High & Stocky  (86kg)",179,432,1973
Fabian Schär,78,CB,Non-Rare,650,2,4,H \ M,61,69,71,70,79,76,"188cm | 6'2""
                                                                              High & Average  (84kg)",55,426,2087
Jhon Córdoba,78,ST,Rare,0,3,3,H \ M,78,78,61,74,44,87,"188cm | 6'2""
                                                                              High & Stocky  (85kg)",11,422,1988
Raúl de Tomás Gómez,78,ST,Non-Rare,1.2K,3,4,M \ M,73,80,62,77,35,68,"181cm | 5'11""
                                                                              Average  (72kg)",13,395,1908
Darwin Machís,78,LM,Rare,1K,4,4,H \ M,86,77,74,80,38,67,"174cm | 5'9""
                                                                              Stocky  (74kg)",129,422,2004
Renato Steffen,78,RM,Non-Rare,900,3,3,H \ M,79,75,74,80,48,65,"170cm | 5'7""
                                                                              Short & Lean-  (65kg)",44,421,2068
Elseid Hysaj,78,RB,Non-Rare,900,3,3,M \ M,76,51,67,73,77,72,"182cm | 6'0""
                                                                              Average  (70kg)",12,416,1907
Florian Niederlechner,78,ST,Non-Rare,1K,3,4,H \ H,78,78,64,74,35,79,"187cm | 6'2""
                                                                              High & Average  (86kg)",38,408,1909
Vincenzo Grifo,78,LM,Non-Rare,650,4,2,M \ M,70,74,77,80,41,62,"180cm | 5'11""
                                                                              Average  (76kg)",48,404,1960
Roberto Gagliardini,78,CDM,Non-Rare,650,3,3,M \ H,57,63,71,73,77,72,"188cm | 6'2""
                                                                              High & Average+  (77kg)",-6,413,1982
José Ignacio Martínez García,78,LB,Non-Rare,850,3,3,H \ M,81,55,66,70,75,69,"175cm | 5'9""
                                                                              Average  (67kg)",16,416,1997
Ricardo Sousa Esgaio,78,RWB,Non-Rare,650,4,4,H \ M,73,67,75,79,70,68,"173cm | 5'8""
                                                                              Average  (68kg)",13,432,2090
Jack O'Connell,78,CB,Non-Rare,1.3K,2,2,H \ M,62,37,64,63,79,82,"191cm | 6'3""
                                                                              High & Stocky  (85kg)",3,387,1778
José Pedro Malheiro de Sá,78,GK,Non-Rare,600,1,2,M \ M,79,76,64,80,44,76,"192cm | 6'4""
                                                                              High & Average+  (85kg)",28,419,883
Leander Dendoncker,78,CB,Rare,1.2K,2,4,H \ H,67,72,77,71,79,83,"189cm | 6'2""
                                                                              High & Average  (88kg)",78,449,2136
Marcos Paulo Mesquita Lopes,78,LW,Non-Rare,700,4,3,H \ M,77,74,74,81,30,56,"174cm | 5'9""
                                                                              Stocky  (68kg)",19,392,1869
Roman Zobnin,78,CDM,Non-Rare,700,4,3,H \ H,76,62,76,77,76,72,"182cm | 6'0""
                                                                              Lean  (78kg)",27,439,2073
Mateus Uribe,78,CM,Non-Rare,800,3,4,H \ H,74,74,74,76,75,79,"182cm | 6'0""
                                                                              Lean  (71kg)",77,452,2129
Benjamin Bourigeaud,78,CM,Non-Rare,700,3,3,H \ H,71,74,79,78,66,74,"178cm | 5'10""
                                                                              Lean  (68kg)",27,442,2148
Jean-Philippe Gbamin,78,CDM,Rare,1.1K,3,3,M \ H,78,57,73,74,78,80,"186cm | 6'1""
                                                                              High & Average  (83kg)",187,440,2049
Davide Zappacosta,78,RB,Non-Rare,0,3,3,H \ H,75,66,72,74,76,71,"185cm | 6'1""
                                                                              High & Average+  (70kg)",15,434,2068
Marcelo Augusto Ferreira Teixeira,78,RB,Non-Rare,2.8K,3,4,M \ H,74,50,65,76,75,73,"176cm | 5'9""
                                                                              Lean  (68kg)",13,413,1959
Stanislav Lobotka,78,CM,Non-Rare,600,4,4,M \ H,62,63,76,78,70,65,"170cm | 5'7""
                                                                              Short & Lean-  (64kg)",29,414,1985
Nuno Miguel Jerónimo Sequeira,78,LWB,Non-Rare,600,3,3,M \ M,70,59,68,72,74,75,"184cm | 6'0""
                                                                              Average  (79kg)",24,418,2000
Samuel Gigot,78,CB,Non-Rare,950,2,2,M \ M,67,38,63,60,78,79,"187cm | 6'2""
                                                                              High & Average  (83kg)",29,385,1800
Jordan Amavi,78,LB,Non-Rare,2.7K,3,5,H \ M,76,65,71,76,76,75,"176cm | 5'9""
                                                                              Average  (70kg)",41,439,2083
Hans Hateboer,78,RM,Rare,950,3,3,M \ H,83,64,72,77,76,76,"185cm | 6'1""
                                                                              High & Average+  (72kg)",78,448,2053
Mattia Caldara,78,CB,Non-Rare,900,2,3,M \ H,60,34,46,63,82,73,"187cm | 6'2""
                                                                              High & Average  (80kg)",20,358,1648
Yerry Mina,78,CB,Non-Rare,850,2,3,M \ M,51,54,59,60,79,80,"195cm | 6'5""
                                                                              High & Average  (94kg)",52,383,1775
